id,Цена
747,2256526.794908013
962,1619311.4371962883
1105,2262432.0518406127
795,4382296.996117677
390,2759456.302096151
1302,1621440.5955294503
1448,2328836.7187009794
1388,3134458.852034034
126,978311.5061431979
1605,3182713.755646169
870,2448647.8171809367
701,1259157.1337461576
1239,4033335.9195488933
1201,5422528.617315457
685,1936238.879931096
427,2172102.806843754
168,579329.8716031675
1181,4061704.047367678
1428,2166111.426272399
347,2620952.541824177
1385,1754119.5721519263
220,1700292.608472069
125,2987501.0834478545
197,1729316.4270061455
1108,2502797.2355614114
1166,3087679.1914937575
871,4096343.406731059
1544,2388719.017429208
513,2729406.6366396123
1431,2628829.110497075
194,3309898.631092865
1401,2163298.511220391
509,2920577.168225537
381,4795533.730758263
361,2376884.5182606513
1254,2403077.6473420756
609,854544.5777556254
349,3792782.14756582
1067,3092644.7958113924
970,3359756.0806268393
1062,2276699.5287168813
301,4130810.87303653
593,4379107.571676749
1491,2297576.6871867157
652,2143541.612841043
1262,2400850.894004183
1459,3514985.874916879
1089,1309743.7104036128
436,3473533.2122789007
259,2245112.1611991636
1566,3183671.3409472746
499,2277182.684842759
943,5272520.4059937885
316,2911430.530140078
1123,2084006.715066364
1185,1672898.700112109
158,814250.1754949308
817,1142385.9799126987
1380,4546261.291282653
829,2803267.1547829863
1326,2909671.4108654493
1390,3050494.793101185
1514,3025198.85279957
1444,2750638.961837961
763,2224882.5623455998
680,2865242.08703512
337,1572702.8189283677
20,4370005.3843523525
413,2373575.915463884
515,2114692.8930484476
18,4467927.00380807
1513,2308078.8631407027
544,2779454.7913715644
136,3414259.5706900912
93,1411957.5160754828
1581,2408871.1547174277
1571,2379688.8748095077
1356,1763077.094300931
1387,2357167.182252972
1432,2547325.573903026
1226,2415477.76960649
600,2569881.016217118
846,333827.3333409608
872,2120371.387122102
1183,975463.3532078667
1599,4187124.8764675064
1129,808006.3703990465
1402,2265752.776538397
1242,2376642.6164008267
890,6281664.334643377
1046,3117331.7932126503
638,2499283.5789252818
134,3408669.6237559486
794,2813472.0090560215
333,2633415.2816057606
1408,517373.658164324
1120,2024523.666334867
1072,1472703.375963721
692,955702.0214469058
1261,3671049.669094352
1469,2465482.5403010673
510,3174028.6836982095
786,1999498.9890079978
1165,2983117.346876102
204,1098798.4556898503
602,4092602.3373642555
269,4138474.9067955213
1306,3182713.755646169
551,1982432.2953563458
113,1824235.0814637844
1142,3473324.9630287657
514,2955577.172957299
1282,2805732.7010157355
952,3260466.327416777
1265,2816410.2504893765
1503,3369541.6292073084
1389,4122969.473963117
956,2730385.6237907168
497,2840447.465847205
589,4196190.320512422
1498,4308343.316145164
232,1557413.5844115394
1564,2834842.44517004
82,2258795.47445659
312,3029607.829055801
1393,2345984.2544300994
1222,2948520.5749458903
758,596751.2821289907
1361,1061233.7063343604
1295,2421609.808945695
659,1450453.428960913
236,2018989.9712124276
569,1971809.707462207
1204,3050466.3581204675
1309,3883809.35477396
1126,2717714.7955448707
743,3454006.5545240436
1360,1454900.6722208927
566,4449245.44331441
688,3970098.325429803
4,2585571.97940196
1407,1745643.481215209
506,6737479.343134933
1347,3906731.1904630675
1308,4765185.668338729
1474,2287001.9125845525
605,3574466.253619874
571,3633947.1757149976
1029,2664512.47958239
1169,2175902.35524209
1131,3173615.062491958
938,2187839.7286365456
555,2895145.7018252625
1313,3288993.1503177113
157,860809.8306539827
1249,2854354.96509984
529,2590327.830590728
139,3910330.9994962947
1395,2345984.2544300994
1396,3251446.2841013344
1050,3142278.7122150175
325,2784733.6541636544
995,689477.324987905
348,3317607.5905765346
738,5140272.233264317
1284,3930784.437882588
1040,3535957.043296736
644,2254043.0351312784
1496,5282934.159157374
201,2355155.75146515
784,1442514.7980068987
346,1601892.7282565115
1480,2300473.9033222585
920,2745411.6656823447
428,1124573.3051787415
334,3393279.241244921
503,4005107.53944877
1117,2339755.415055457
698,1722495.4085130126
1320,4851671.806688843
34,2268773.654803704
1219,4234537.145682659
108,1901247.9913354616
438,1483640.7297843455
247,3455944.4808888626
651,2330637.563872803
1141,3869456.237581551
576,4951956.437327508
471,2056300.1336562866
592,3798647.5977148325
162,838978.256804124
72,4878051.477999247
293,1038922.1237056192
855,2830527.4440647955
898,6140452.510528844
718,4056137.0100908233
277,3094768.660962009
876,2818722.289137234
478,3183881.4792536804
1589,2425536.911338501
1267,1814608.3690301017
378,2170872.16038359
1404,1107562.8351440385
53,2858318.7539367517
84,2821511.980011398
714,2113039.4542595423
669,1841555.7699907217
525,2810336.5301075145
444,2522882.4735832335
43,2948597.4428380923
857,923475.9089399399
550,3001065.1250702203
843,3622407.8327093953
869,1749461.6592095722
1271,2839784.4651358044
211,2322414.0808795304
1475,3556542.887352934
1381,2136578.899486207
276,3828875.4866023567
552,2948417.884335739
41,5895170.568872423
487,3501623.8274589675
785,2187178.790513841
153,832446.9309757866
1430,4037415.3391467705
1238,2129732.0992161464
418,1847896.466449151
42,3715511.5913528805
654,2297429.635533834
1260,4922530.008544749
1572,1611478.2754825465
540,3096687.525576168
118,751683.0149648015
1478,2207172.267762816
54,4958238.021185615
183,1739273.5621563154
746,2098056.1292366283
208,1023790.6353819771
530,2386189.460161393
853,3297394.1744327815
367,2484126.6406106097
612,3007047.5240138457
192,3189554.2552706175
376,5122691.446371198
910,2156684.6424907264
809,1577341.0205444025
596,3318701.7316034473
338,1849690.400293561
1069,2988506.3207996325
1080,3630799.3803497204
374,2404527.960073418
1182,649200.5641057709
1487,2446521.5317814597
1454,5752836.398315294
31,1396206.158282672
287,3222600.843902024
1047,2639572.284640932
87,2174800.3728285893
1057,2612994.162355421
1466,1826784.3888099983
1157,2042943.3999517509
1094,2037669.7208034424
1215,3064984.994438829
575,4951956.437327508
812,2247513.3722003982
1417,2592357.313516356
404,3369541.6292073084
868,1149947.9820136756
1593,4022576.4693414844
156,1481778.402907208
614,2853388.6531275264
1583,4148495.6957932813
648,2162869.718017526
792,726396.5687319116
1374,2207460.006491646
1537,2422538.552886581
