id,Цена
747,2276891.008826107
962,1609085.2263009846
1105,2289304.675145154
795,4334830.902488243
390,2751229.680209606
1302,1614243.2032752957
1448,2305614.20354957
1388,3125482.351443348
126,975462.8386288583
1605,3170155.363097683
870,2438539.3708421583
701,1259021.2597039922
1239,4005832.726590328
1201,5401121.762318829
685,1935570.448920663
427,2184672.434286181
168,565897.8281900703
1181,4031516.2087852694
1428,2158441.6151637016
347,2603329.549113459
1385,1738577.897577322
220,1701057.3289360688
125,2961316.215325544
197,1908335.7140968437
1108,2495049.8681671605
1166,3248702.4566586544
871,4082956.8707940336
1544,2318619.4463165654
513,2717073.2038320717
1431,2624343.527385554
194,3276935.36276014
1401,2167703.5390235595
509,2924675.484967316
381,4745435.407314726
361,2349840.345434715
1254,2558222.543183947
609,848385.1364095066
349,3786321.304818195
1067,3085134.6240634383
970,3351438.55653496
1062,2284143.532827303
301,4125369.831558862
593,4347140.880345543
1491,2220545.3664116734
652,2095158.7301998339
1262,2465087.675168963
1459,3452066.987400829
1089,1290948.0985882415
436,3487972.1129592014
259,2213994.971771006
1566,3132465.9495703005
499,2292739.314305459
943,5302848.666307343
316,2903160.3399375584
1123,2068328.4932379047
1185,1653497.3839681542
158,809260.3809778307
817,1142165.0814048604
1380,4551133.38360779
829,2775234.406064244
1326,2923104.2550692023
1390,3040019.6923326096
1514,2968004.2621761337
1444,2743184.461248916
763,2207730.1673763883
680,2852639.0310543105
337,1564879.6352662637
20,4338315.875241208
413,2366498.7808291246
515,2113075.7867010906
18,4438876.698869537
1513,2250038.942910133
544,2699099.7498130905
136,3584161.617687916
93,1398935.944982431
1581,2356484.740788528
1571,2331542.207589178
1356,1756768.6082960854
1387,2331395.7031985656
1432,2527740.2384778014
1226,2396316.6968962927
600,2566825.9781844104
846,333085.68728834146
872,2123619.62236227
1183,968635.4931868853
1599,4177929.113099315
1129,779111.1002529
1402,2439470.868806067
1242,2358861.1880095736
890,6264614.765218086
1046,3130690.552723864
638,2473935.7927273437
134,3393510.0391170266
794,2812039.3040780937
333,2648224.826650397
1408,502870.9708831216
1120,2029853.1958972402
1072,1478473.7744032654
692,951985.5123862869
1261,3712082.119923809
1469,2378182.681319513
510,3215975.4809574382
786,1987669.891032949
1165,2951562.8953938577
204,1073103.862849194
602,4035177.413945754
269,4102406.013934711
1306,3218641.2804200207
551,1991291.2799930214
113,1784164.5839882123
1142,3466467.8743453873
514,2952000.366133694
1282,2755226.8306296146
952,3252271.0807050653
1265,2805193.7571785375
1503,3319502.4037345774
1389,4108917.320542601
956,2880375.9144459246
497,2812035.0114843785
589,4178019.364975374
1498,4256630.732340098
232,1555401.183733512
1564,2746170.6072450303
82,2248070.3153796224
312,3017954.7611795915
1393,2512868.3691259963
1222,2896181.277627061
758,586883.3652936356
1361,1043571.8776393458
1295,2415206.762511375
659,1454235.4095466933
236,2027587.490281973
569,2004387.0051451684
1204,3039070.1644195747
1309,3886180.573478008
1126,2753004.2231162833
743,3626920.881597205
1360,1456545.5794606856
566,4393578.077795926
688,3948340.506418363
4,2541717.4001967628
1407,1747386.4959005017
506,6740674.047376947
1347,4049676.6370525854
1308,4765007.720597566
1474,2225220.402472559
605,3721554.3261166825
571,3627903.645210294
1029,2710685.760567353
1169,2173033.367234047
1131,3194665.6158648897
938,2185774.207463376
555,3056239.31630307
1313,3304715.0274162064
157,834127.5118189981
1249,2775681.7413106854
529,2582702.8251214973
139,3895576.0683770375
1395,2512868.3691259963
1396,3258718.4527118937
1050,3136494.930157578
325,2750644.9761693166
995,681803.4452858244
348,3302245.6889676237
738,5150658.4039732
1284,3937588.075207523
1040,3522341.9747362686
644,2242062.077892388
1496,5198228.943339117
201,2344028.4053978403
784,1392052.9484759788
346,1580765.027884438
1480,2240027.4472966925
920,2723871.764712271
428,1111114.5955705438
334,3373798.7294992274
503,3993082.589977221
1117,2335011.7956775916
698,1685486.2178315404
1320,4850664.446518308
34,2441639.8752032416
1219,4220160.266812177
108,1895954.9891293175
438,1439788.529991819
247,3435623.807546305
651,2299080.6623941977
1141,4029317.2365216976
576,4949380.116412126
471,2053214.428971454
592,3758619.6785268583
162,829145.3054396843
72,5080690.444606637
293,1034057.8037642967
855,2822696.0420787698
898,6106798.089958643
718,4222563.101433067
277,3104635.5340011497
876,2780216.8884560224
478,3203433.950332262
1589,2362394.9084135164
1267,1781293.9332116677
378,2165419.704247525
1404,1290702.5502839661
53,2886913.227236433
84,2757576.0565930307
714,2080936.0787361898
669,1851627.2930265807
525,2782391.968213286
444,2487256.803657449
43,2915842.6995557183
857,931477.3197935976
550,2980973.0383551307
843,3595360.0453715078
869,1931113.828601553
1271,2769877.893665336
211,2312610.7221946847
1475,3481992.4890116365
1381,2142446.344952281
276,3788907.710972272
552,2933695.1947817574
41,5845456.0330004
487,3482424.8453983925
785,2182497.8763623433
153,814778.9609180188
1430,4018641.6599427126
1238,2122790.919248826
418,1852574.7495271708
42,3660697.527635474
654,2287766.2821165803
1260,4985871.614024335
1572,1551652.8327152575
540,3083574.261045875
118,745679.698030861
1478,2132498.639001042
54,4905587.898147162
183,1724822.7622688392
746,2101107.26531242
208,997408.6846299351
530,2387943.0440638917
853,3317531.061651936
367,2681839.510458997
612,2983546.5891586137
192,3163116.7812677054
376,5141910.742795756
910,2328657.700857455
809,1584653.927490532
596,3298619.7881345325
338,1816635.569890901
1069,2978069.058863454
1080,3624579.3826304646
374,2336836.52677326
1182,643631.3430373915
1487,2358021.609771145
1454,5674634.76401838
31,1383753.5660681208
287,3188287.5231010625
1047,2648783.498680479
87,2169766.3175665727
1057,2586890.670315995
1466,1781371.551505573
1157,2059844.8776152628
1094,2198931.1474664444
1215,3060638.867764654
575,4949380.116412126
812,2246749.7984190187
1417,2591820.6590639967
404,3367988.321056915
868,1142525.5690274658
1593,3984931.8698572363
156,1469646.23707688
614,2832150.558229748
1583,4079645.926802107
648,2144939.6682421677
792,714333.5044380126
1374,2382008.608970295
1537,2324018.116602605
1250,1869354.5883399318
813,2238102.871446555
635,897368.6316718094
359,3881713.644634584
1559,2265721.236682612
878,967696.8858416926
1400,3047277.3842144697
1270,3894355.076691366
294,804324.3843283139
1470,2215339.779115126
918,2527471.7589969984
518,2509017.940352289
1351,5025488.348034874
392,1750103.9968679058
166,608058.8129761657
531,3340445.1050058566
1218,1447826.7507370953
969,2811013.9261769247
1101,1610678.963415045
331,2496819.957048224
707,4023473.16411242
58,4730911.7972549675
776,2026809.1109165093
1610,1521655.2398978197
1497,2542216.5984941903
753,2921553.7144198352
1405,1949199.4265443296
1371,1589942.821347228
178,836204.9121803407
1352,2175273.774317486
947,1426032.8038985305
199,2305240.718026618
996,3340011.266260904
81,2822898.8229556377
1348,3975950.62574299
524,2522358.0182604888
218,3785649.363032008
142,2544594.192383113
636,888721.7046993454
440,2612679.7735328902
319,2593409.1185031347
1147,1186463.3960861173
1455,2672061.060008247
904,3140389.11456425
917,3447036.895234148
1468,1435036.474095368
215,3946027.8785730666
1333,3992497.150187805
1517,4251933.274415295
249,2950071.9164300906
377,4755200.026830731
1281,2768376.4082525694
165,570221.2916763024
803,2286233.554977091
373,2326449.8177734297
937,2949579.691918635
147,4210211.290950759
