id,Цена
747,2319497.5565059795
962,1671299.2496742688
1105,2286843.6964402283
795,4278429.115688743
390,2751516.2589437417
1302,1650390.1328931695
1448,2255472.966819578
1388,3129260.3481815155
126,1012379.5306637393
1605,3250503.481326982
870,2438731.742799061
701,1337710.781266169
1239,3936886.527838577
1201,5315151.918970591
685,1993776.141398505
427,2242780.8211895092
168,609052.3329599965
1181,3963598.020050829
1428,2166613.819510376
347,2581516.8932371214
1385,1775555.9722652365
220,1747427.040621865
125,2903345.659384063
197,1977397.4686559446
1108,2499641.396681849
1166,3283515.5053479066
871,4087666.9907046594
1544,2338504.824697536
513,2715168.9147011763
1431,2572298.551946329
194,3269350.162706607
1401,2198326.501982949
509,2950961.4853821844
381,4662357.139700132
361,2317704.143807969
1254,2594647.4685591822
609,863051.9243316493
349,3789020.203197779
1067,3084014.8084400175
970,3331957.3847255656
1062,2347663.631155581
301,4045040.815935127
593,4306159.550453095
1491,2100198.7666317127
652,2017847.5676787156
1262,2503069.696210582
1459,3456084.1271303096
1089,1262779.018962532
436,3503696.53305699
259,2173521.7204429046
1566,3122289.387946224
499,2289729.5888345945
943,5311904.412429689
316,2875540.9784479225
1123,2073565.2281988813
1185,1684973.1383891434
158,862617.0837826118
817,1162440.7705846494
1380,4587100.274838495
829,2734509.269640288
1326,2920968.620134778
1390,3055985.0030378024
1514,2978515.6178585147
1444,2723104.534570149
763,2189093.7122641793
680,2840679.0726111014
337,1647965.4053918754
20,4330702.234439955
413,2369440.842333614
515,2174322.248448677
18,4439087.475302227
1513,2251850.1026682556
544,2645699.521240454
136,3590566.239972922
93,1426330.9287846386
1581,2373198.739093126
1571,2391074.483300901
1356,1776136.788858754
1387,2349797.1972477883
1432,2489697.3587436406
1226,2432790.758846028
600,2583526.9854999273
846,378429.69688077975
872,2182901.6539377063
1183,992343.1224389615
1599,4137812.234854403
1129,786708.0261238021
1402,2520560.0579505926
1242,2319560.1194396503
890,6139105.07448091
1046,3137523.0729070287
638,2455246.06909837
134,3388050.9967267443
794,2793538.511596313
333,2687033.625766851
1408,514994.857854731
1120,2077186.3521021614
1072,1518486.9630858193
692,1044221.7780915292
1261,3722246.5908681527
1469,2356515.2112051887
510,3299930.7282042247
786,1972513.0442771597
1165,2928709.039488836
204,1096573.3951357675
602,3992810.2064796723
269,4046534.019074337
1306,3286686.1364094126
551,2042956.7893388148
113,1779395.7393010645
1142,3449691.83181694
514,2999894.047341361
1282,2737085.6418545106
952,3277996.683691297
1265,2754432.204066006
1503,3337900.309240242
1389,4075224.1168782366
956,2949088.741883723
497,2806715.163833412
589,4181918.143139469
1498,4199422.051993796
232,1561052.9417142798
1564,2770328.96635785
82,2219493.4436494135
312,3018530.506841029
1393,2575882.5638214764
1222,2955198.7739597172
758,624320.4419881122
1361,1052912.687172537
1295,2439805.0669575166
659,1509575.3591355248
236,2094774.6444163737
569,2075229.4588179656
1204,3024989.466261149
1309,3870196.908294726
1126,2864358.0328287347
743,3663106.3788038725
1360,1491707.85386291
566,4339400.024767263
688,3924826.696420358
4,2559035.992956883
1407,1772142.355521697
506,6687293.418351618
1347,4083393.2617358956
1308,4744103.91199716
1474,2254443.104012554
605,3756344.3518245774
571,3667829.2879725513
1029,2725697.2315275376
1169,2189420.702128721
1131,3254119.1079419744
938,2164221.7532175416
555,3084009.942909727
1313,3306070.542622016
157,858574.5049305138
1249,2736340.0076276697
529,2599735.6665013856
139,3846272.540476181
1395,2575882.5638214764
1396,3259205.6436578953
1050,3154735.393524245
325,2729614.6774326577
995,758203.9235947705
348,3328761.751996709
738,5092223.505302849
1284,3940999.8926100973
1040,3506123.1082094726
644,2323899.381455335
1496,5160576.356373921
201,2343554.759323163
784,1469294.2736893385
346,1599640.3396666942
1480,2238136.0144405346
920,2740792.24694624
428,1162436.8395517338
334,3348528.411298811
503,3951564.155494972
1117,2331084.9717548084
698,1653045.3881365345
1320,4758204.931605279
34,2535391.278902182
1219,4177362.247613256
108,1926543.4474462674
438,1391531.8559922206
247,3455703.056873034
651,2313311.712933362
1141,4046236.103093584
576,4966049.115691349
471,2103660.3048989587
592,3704038.4165975945
162,857168.1088696906
72,5071738.922702801
293,1079306.4986139091
855,2797365.9529975834
898,5990427.466170782
718,4257825.466857901
277,3052078.113227171
876,2734881.8774047773
478,3228057.580401222
1589,2399657.7810459617
1267,1791141.110869874
378,2209643.186703468
1404,1400949.3664514956
53,2930779.6358989812
84,2715132.5430215993
714,2065309.6646736786
669,1905557.4546333468
525,2765853.4451166084
444,2463301.593498618
43,2928851.686068444
857,956677.356325951
550,3018770.796544135
843,3633949.6523649334
869,2013549.704117266
1271,2574056.055021895
211,2328718.8435210623
1475,3461232.445587709
1381,2198767.105116195
276,3735364.3582387934
552,2904989.5451140907
41,5795976.527523527
487,3454392.296100634
785,2176486.0844722483
153,832759.4879593423
1430,3938765.089700839
1238,2192380.0344456527
418,1823416.929914875
42,3629956.650372616
654,2249179.572842809
1260,4965279.86248515
1572,1602299.6974481065
540,3071507.013488792
118,777337.934899108
1478,2120443.792086276
54,4782782.973684761
183,1737724.1461864747
746,2130471.29051477
208,1013980.9645179538
530,2393107.3417561534
853,3334639.292816604
367,2706847.430021914
612,2999516.858284673
192,3142652.164741205
376,5146179.670151981
910,2435903.411232044
809,1656513.6911814883
596,3294671.282106013
338,1755987.541009357
1069,2997027.933419071
1080,3597166.5732467216
374,2192054.5558882547
1182,667422.8053372949
1487,2296375.691932794
1454,5683018.365369572
31,1418808.7959665302
287,3144994.4823742276
1047,2699797.975781295
87,2184367.9378401362
1057,2558623.167949286
1466,1795386.499999147
